eom,target_month,mask,loss,baseline_loss,delta_abs,delta_rel,importance,rank
2017-09-30,2017-10-31,ProfitGrowth,3.150917201503346,3.155772582168533,-0.004855380665186981,-0.0015385711545318449,0.0,8.0
2017-09-30,2017-10-31,Profitability,3.148107280993907,3.155772582168533,-0.007665301174626382,-0.002428977682973297,0.0,9.0
2017-09-30,2017-10-31,Seasonality,3.1370223286562386,3.155772582168533,-0.018750253512294535,-0.005941573108988112,0.0,10.0
2017-09-30,2017-10-31,ShortTermReversal,3.140263773231178,3.155772582168533,-0.0155088089373554,-0.004914425400926167,0.0,11.0
2017-09-30,2017-10-31,Size,3.135539924978362,3.155772582168533,-0.0202326571901712,-0.006411316615301869,0.0,12.0
2017-09-30,2017-10-31,Value,3.0965841458532104,3.155772582168533,-0.05918843631532278,-0.018755608895825636,0.0,13.0
2017-09-30,2017-10-31,ALL,3.155772582168533,3.155772582168533,0.0,0.0,0.0,
2017-10-31,2017-11-30,Quality,3.156561741010003,3.1176182365887404,0.03894350442126271,0.01249142822049765,0.32268292771491336,1.0
2017-10-31,2017-11-30,LowRisk,3.144550362694408,3.1176182365887404,0.026932126105667642,0.008638686350236534,0.22315755683813468,2.0
2017-10-31,2017-11-30,ProfitGrowth,3.1355239508839623,3.1176182365887404,0.01790571429522192,0.005743395418040065,0.14836539231570375,3.0
2017-10-31,2017-11-30,Momentum,3.1335871120580925,3.1176182365887404,0.015968875469352106,0.0051221394851811795,0.1323168925175615,4.0
2017-10-31,2017-11-30,LowLeverage,3.131769864753587,3.1176182365887404,0.01415162816484683,0.004539243451543114,0.11725931900654402,5.0
2017-10-31,2017-11-30,Value,3.122652484839873,3.1176182365887404,0.005034248251132745,0.0016147738013751027,0.04171339967114661,6.0
2017-10-31,2017-11-30,DebtIssuance,3.1193687367738843,3.1176182365887404,0.0017505001851438884,0.0005614863823286023,0.014504511935996252,7.0
2017-10-31,2017-11-30,Accruals,3.107900850852384,3.1176182365887404,-0.009717385736356388,-0.0031169261272313547,0.0,8.0
2017-10-31,2017-11-30,Investment,3.113359659913093,3.1176182365887404,-0.00425857667564733,-0.0013659711845626782,0.0,9.0
2017-10-31,2017-11-30,Profitability,3.1100962033603072,3.1176182365887404,-0.007522033228433145,-0.002412749944862929,0.0,10.0
2017-10-31,2017-11-30,Seasonality,3.103315581568256,3.1176182365887404,-0.014302655020484334,-0.004587686475729024,0.0,11.0
2017-10-31,2017-11-30,ShortTermReversal,3.087662957765183,3.1176182365887404,-0.029955278823557308,-0.009608385809397242,0.0,12.0
2017-10-31,2017-11-30,Size,3.1055283254762105,3.1176182365887404,-0.012089911112529883,-0.00387793186819388,0.0,13.0
2017-10-31,2017-11-30,ALL,3.1176182365887404,3.1176182365887404,0.0,0.0,0.0,
2017-11-30,2017-12-31,Quality,3.1366631617784146,3.085697446914887,0.050965714863527634,0.016516756986166514,0.7024991823785341,1.0
2017-11-30,2017-12-31,LowLeverage,3.1000570533799148,3.085697446914887,0.014359606465027763,0.004653601564010966,0.19792936934116212,2.0
